,time_months,weight_kg,id
0,0,70.18964972904944,203936
0,0,62.372466941033316,765978
0,0,18.83623816862492,766108
0,0,18.358669856747987,200792
0,0,26.481715657075423,766902
0,0,64.15066721368686,766916
0,0,62.68317628333412,200294
0,0,74.65696452063729,762127
0,0,74.13392257194302,769237
0,0,11.294836289309787,199568
0,0,42.29517495831422,771899
0,0,44.38460073132824,773336
0,0,81.90473501330322,773582
0,0,36.398962375603716,199304
0,0,71.41198647467569,774612
0,0,20.421325715905766,776391
0,0,36.82304494035301,198120
0,0,79.52049762224162,778258
0,0,79.57050678091805,780843
0,0,74.9852987266355,771506
0,0,15.279203726692305,761989
0,0,55.39795223777398,996698
0,0,90.23907867850326,205296
0,0,84.9848370184221,747096
0,0,72.0200937096119,214059
0,0,54.76688684677188,748367
0,0,23.95978393903084,748637
0,0,58.43150107227597,213065
0,0,10.535799126940844,748660
0,0,42.724146382513155,749544
0,0,57.527520063946476,749585
0,0,20.022431222733108,211656
0,0,28.381834428132464,749816
0,0,66.7137214592307,750024
0,0,41.81366980410221,209345
0,0,70.10409140716396,753377
0,0,52.610737426789655,755250
0,0,27.54186095746121,207930
0,0,40.86178877176523,756391
0,0,77.68855614789841,757837
0,0,18.37336828692039,207116
0,0,48.22915993114687,759278
0,0,78.6874573539562,759635
0,0,25.35919351137359,207012
0,0,61.63240286471361,760539
0,0,37.77263970671299,761520
0,0,15.98554502464484,196857
0,0,13.948388866837444,781822
0,0,50.52547146495028,783653
0,0,46.40164320351437,196846
0,0,54.13458050001296,190144
0,0,32.969437038825625,997804
0,0,96.5433821567444,805838
0,0,59.46317106044003,807748
0,0,72.9889245992084,189710
0,0,49.62692060031158,972226
0,0,42.193932025026605,810286
0,0,64.47532307892469,810474
0,0,45.76261558093107,189067
0,0,23.850138281649183,811653
0,0,77.54326742169809,812789
0,0,65.9868698413065,182332
0,0,52.01725896981082,812823
0,0,14.392501126067948,813885
0,0,47.07008074233259,181315
0,0,86.31136628606735,818584
0,0,61.96149971818475,821189
0,0,26.28783021314795,178947
0,0,32.880097954418694,821936
0,0,53.179085416230365,821956
0,0,57.99208178906702,177765
0,0,43.0075015182267,822376
0,0,55.237512052756614,822674
0,0,48.964966319822274,804542
0,0,16.252775317967085,621373
0,0,82.1127102350053,803572
0,0,59.379240932822796,803173
0,0,31.026465757806477,784105
0,0,73.4089122420184,195584
0,0,33.08171709224107,784523
0,0,26.123403848696764,972658
0,0,55.29506102025003,786311
0,0,64.907893012459,195204
0,0,25.188455489310638,788192
0,0,46.04379627310726,788280
0,0,38.98864430429718,790173
0,0,59.90580803215022,194934
0,0,20.184718160035764,791169
0,0,17.445712130423995,792362
0,0,50.449837553441114,194905
0,0,20.507927086324468,794099
0,0,46.428583890081526,794993
0,0,44.477213149128005,193756
0,0,63.40302940810128,797250
0,0,17.619078801818468,797998
0,0,44.66800355162008,192387
0,0,83.97995552993267,799768
0,0,63.9586238412078,800367
0,0,87.74405775036081,192263
0,0,57.36247983659352,800780
0,0,93.41510855488994,191164
0,0,20.905402440087148,884007
0,0,75.50057783168529,274376
0,0,52.5449063844904,619555
0,0,67.75727481552549,462791
0,0,74.85678550156972,358274
0,0,53.78512696956504,463263
0,0,12.949213288080795,464330
0,0,47.6001431862988,464432
0,0,16.774994121938278,358233
0,0,63.25832623923802,464854
0,0,87.91806193263784,470140
0,0,20.812047475285272,357508
0,0,64.69984610262291,471371
0,0,84.71957828981799,462099
0,0,13.627162113295267,471840
0,0,80.2837722809338,472242
0,0,55.84820067953315,473288
0,0,67.36140105172339,357243
0,0,22.325322271801735,993634
0,0,22.51084452692291,473328
0,0,82.24375838378671,356817
0,0,29.92332670894611,473701
0,0,17.67485225255814,987064
0,0,49.34248489048851,473960
0,0,13.725280110859757,356250
0,0,67.99299889923239,357387
0,0,22.807735036359297,358284
0,0,42.70322752462969,461978
0,0,58.33670158473875,461043
0,0,32.95406339365786,365575
0,0,49.888118121672925,451439
0,0,30.683635772718773,452332
0,0,36.6854253841038,365537
0,0,17.46964596397886,453740
0,0,20.831441115861708,453781
0,0,83.78292650410785,363658
0,0,13.121002871413165,454318
0,0,67.23401482597279,455299
0,0,65.76543430945897,361913
0,0,19.037219650220234,455441
0,0,17.20966511364244,455817
0,0,60.125097186962265,360867
0,0,47.235700433649185,456907
0,0,13.7578796948787,458459
0,0,45.259946673705656,360032
0,0,64.52184153365485,458640
0,0,78.18922405853557,988337
0,0,55.118374104806726,458703
0,0,58.620992873973506,359596
0,0,36.7495507559009,459468
0,0,61.22148436249764,460278
0,0,13.374905126525755,359037
0,0,34.074968962682966,474173
0,0,70.86080368412401,450964
0,0,68.15837603064185,474431
0,0,61.96004886799297,475894
0,0,52.65918098171004,488723
0,0,37.39681883938428,489581
0,0,19.693947041835422,347298
0,0,39.087561961209815,492330
0,0,24.675028304472928,493994
0,0,65.23004415475286,494523
0,0,22.242567294665328,345998
0,0,56.259936862144244,494575
0,0,27.973828192581404,494735
0,0,13.943901242323225,345812
0,0,40.794820054239054,347861
0,0,36.4998527967589,495092
0,0,69.89590213990346,345549
0,0,21.015426334839283,500968
0,0,45.14466033983821,501322
0,0,56.84168726061843,344903
0,0,22.66568432797352,503239
0,0,51.3435031235892,503659
0,0,55.02493009815998,343724
0,0,28.667268000336342,994342
0,0,77.7276629185877,504338
0,0,51.461056511059496,341840
0,0,85.03551023074779,499749
0,0,81.94415319204712,488707
0,0,26.721448535474504,488417
0,0,19.84364130763893,349098
0,0,78.52162724204709,475915
0,0,58.41591265308165,355337
0,0,78.81718358316247,478495
0,0,22.55105747699048,479588
0,0,54.78686255790249,353709
0,0,12.23624289411782,479813
0,0,89.18020553632067,482162
0,0,79.81483666702209,352396
0,0,62.609020500391146,482589
0,0,39.12858637176204,483517
0,0,83.4799560317082,351458
0,0,84.61701547097155,483997
0,0,24.305296804563643,484689
0,0,30.47959490657515,350108
0,0,33.99909054416393,485820
0,0,45.11627685973436,486152
0,0,30.180674413981844,349744
0,0,68.06657153417139,487167
0,0,19.30572518900579,487775
0,0,93.33596492572849,349613
0,0,19.722277682858643,487944
0,0,13.426579289529212,985961
0,0,28.407769278415447,488075
0,0,51.82459995933289,355387
0,0,44.05329742060139,504387
0,0,11.52937140907706,450231
0,0,25.121454323905002,448758
0,0,79.81379186960945,406730
0,0,60.184719960776185,410921
0,0,84.372978554262,386239
0,0,25.38428783384127,411514
0,0,55.86065825172989,412001
0,0,22.62046688861425,386116
0,0,67.88180018367949,992224
0,0,82.6135778490137,413429
0,0,61.478909465575725,413952
0,0,28.187759131549786,385201
0,0,34.60646822928863,386298
0,0,20.85392873346369,416189
0,0,57.97711143802615,416318
0,0,66.78225631844552,383889
0,0,80.10774131952664,416399
0,0,32.754265262912,416531
0,0,70.39998633660257,382011
0,0,62.23623792604465,417564
0,0,89.39659152206981,417619
0,0,64.00351340556227,381595
0,0,50.9890245265417,418014
0,0,83.84822027979347,418581
0,0,26.725663109376697,989779
0,0,19.611018124435898,406397
0,0,47.1430887315132,404833
0,0,62.747882279952485,386809
0,0,30.8510725906905,393834
0,0,59.363741334570406,392842
0,0,20.919826972040166,394007
0,0,75.5294743712303,394758
0,0,28.091985563648716,392672
0,0,57.72124222057766,394798
0,0,53.28273466757603,395727
0,0,22.134426734354548,392294
0,0,50.59613628008346,395863
0,0,69.65304003701267,990353
0,0,61.25860940467327,396032
0,0,33.396576790813974,391465
0,0,58.399358835535146,396376
0,0,29.134719378234898,399018
0,0,91.98988811379351,391107
0,0,60.53907903506484,399511
0,0,30.391614289535394,401068
0,0,57.913617366518494,389915
0,0,21.21993854060785,401079
0,0,61.36546266615672,402388
0,0,50.209123070214396,387063
0,0,62.48288960957625,403871
0,0,72.49823662120288,404640
0,0,80.93238422326606,380459
0,0,19.107680402342808,366523
0,0,70.44261167466145,418960
0,0,16.486533388332706,379481
0,0,38.57734106535639,369931
0,0,11.354888894227605,440896
0,0,81.10824260457515,441286
0,0,61.60177233110007,441391
0,0,14.426424639956783,369796
0,0,55.77112912314239,441957
0,0,22.448780073084524,442621
0,0,66.92577352000826,369099
0,0,29.022598574756888,442844
0,0,64.75229897525526,368408
0,0,39.265656520294826,439238
0,0,31.670445790168237,993206
0,0,18.019345117854574,444413
0,0,26.317160847943864,366988
0,0,15.347331019949968,445199
0,0,22.284237533632837,989343
0,0,64.70110020612297,445288
0,0,38.37290948138423,366905
0,0,32.51519953107642,445325
0,0,26.664571483926377,445662
0,0,75.68602006739077,366547
0,0,15.316745008959279,446368
0,0,13.686747907795892,443628
0,0,68.75460577791327,437248
0,0,72.2639999747753,370478
0,0,26.939566624288396,435141
0,0,69.74758728237074,422012
0,0,12.091215837398927,422220
0,0,59.75513809017212,378914
0,0,92.46177707671986,422913
0,0,61.11242109424224,423278
0,0,35.30785452732565,376732
0,0,11.65503618341923,423300
0,0,81.29238995964425,427497
0,0,36.6150704383494,375564
0,0,84.56592226288436,429619
0,0,79.65011296409862,430198
0,0,37.734367280817686,373324
0,0,14.163495967470489,431083
0,0,41.19004410880075,989550
0,0,46.554239926358996,432302
0,0,86.6637982801642,373057
0,0,30.643963041424694,433433
0,0,19.288561120814734,433580
0,0,50.868895131542565,372827
0,0,80.36905772618859,433600
0,0,59.385541741043646,434080
0,0,75.17152921138728,370728
0,0,78.04223585401645,435123
0,0,52.408001975319344,420828
0,0,66.9898443565591,985728
0,0,12.063393220163796,505353
0,0,54.67540068972407,341404
0,0,55.63659170156024,581156
0,0,34.546092079242875,297386
0,0,76.04871885060275,581873
0,0,48.09734439337379,583398
0,0,51.624366371788255,297230
0,0,72.6725852040324,583594
0,0,21.380566369788767,978438
0,0,60.70608875189925,297073
0,0,17.957588600605334,584470
0,0,29.672627141581863,584832
0,0,81.02109636048661,580495
0,0,46.79428729339058,588315
0,0,17.061682383813373,590415
0,0,93.86589131632198,590964
0,0,18.289517967526912,289412
0,0,26.404327579504102,592245
0,0,44.29865409018985,592987
0,0,40.839797970898616,289098
0,0,42.049581680586094,593039
0,0,26.475903307528906,593648
0,0,72.90705161201353,288717
0,0,53.40421856816101,594248
0,0,38.28628687566135,292163
0,0,29.048563232747306,297440
0,0,84.50358468757284,580331
0,0,84.40518706830707,579902
0,0,60.69536396906796,994702
0,0,30.670090914500676,569296
0,0,84.61191020676881,569342
0,0,60.60137414404058,303835
0,0,78.36525767502489,570071
0,0,79.00110764426219,978472
0,0,53.62643915251165,302534
0,0,47.9818444662681,570387
0,0,35.89784737562303,570881
0,0,85.64029536180742,301147
0,0,49.65472681411333,570981
0,0,68.42854476960308,571616
0,0,39.02239364955979,300857
0,0,16.14745607971101,572835
0,0,73.68464824087886,573927
0,0,86.1915228155596,299814
0,0,51.781981970723116,574492
0,0,14.496085831194149,575915
0,0,22.73669161662284,576627
0,0,44.53679978964628,299140
0,0,59.395359387818786,577442
0,0,75.82246962167062,579145
0,0,87.70568602453167,298672
0,0,40.86320250275523,594602
0,0,62.459044141367514,304494
0,0,74.73539082226874,287783
0,0,10.280760500166618,598044
0,0,84.47113154759145,612669
0,0,67.81740314369874,612851
0,0,63.88479654777279,278766
0,0,50.88428430569145,613676
0,0,81.186346934871,613805
0,0,13.457645897162685,278274
0,0,62.03818824691035,613956
0,0,10.958853036023152,614357
0,0,33.445409561067464,278123
0,0,10.29377319480206,615095
0,0,37.777482267795314,281221
0,0,62.98210959254745,976899
0,0,79.7089336800695,275839
0,0,31.02839295429286,615555
0,0,62.093316019983256,615826
0,0,69.4319893929352,275250
0,0,43.52422288584493,617074
0,0,18.764626783641642,617272
0,0,24.154234107939025,275026
0,0,82.33774669479969,618000
0,0,52.827820041886824,619464
0,0,58.59923791473878,274748
0,0,28.864741511920386,615272
0,0,62.174267412033174,612628
0,0,72.50134980681284,611576
0,0,28.84892019823843,281385
0,0,33.77897023469327,286848
0,0,38.90180332545383,598119
0,0,27.61500493246106,599929
0,0,26.177986584418026,284807
0,0,67.48737328921375,995051
0,0,89.85760862768355,600276
0,0,78.41425197517334,600436
0,0,33.54095106754051,284489
0,0,26.741755349626516,600679
0,0,35.046480841013896,977116
0,0,15.972585919613586,602201
0,0,29.06108100614664,284174
0,0,38.396643884760536,602443
0,0,81.79648277631662,603948
0,0,33.43390165726892,283375
0,0,14.608434999651715,605555
0,0,48.12357818158504,607150
0,0,89.53350919151052,283110
0,0,91.05723226226559,610339
0,0,12.317508524657786,610709
0,0,59.52826926598821,282619
0,0,52.51122450671358,611098
0,0,50.60946192558127,611182
0,0,28.275723248595074,597098
0,0,14.390679779381955,568221
0,0,21.893767938028148,567801
0,0,54.58394958205119,304916
0,0,24.99130763408798,329318
0,0,72.95492323898551,521811
0,0,23.308890781788996,522398
0,0,70.00441778548863,329007
0,0,34.57491892247406,522679
0,0,64.61759840474944,523256
0,0,87.8713267847772,523866
0,0,51.887116680211676,328901
0,0,40.69417473793321,523880
0,0,27.577401483676717,525487
0,0,43.465495831442496,521302
0,0,28.147793219996828,328101
0,0,33.305143262125355,528219
0,0,50.54320714018762,327707
0,0,62.43008650701995,529186
0,0,50.92520029050744,529625
0,0,16.03705993200594,324282
0,0,66.69491545116885,529970
0,0,34.09667202298235,532503
0,0,30.241701255378928,324157
0,0,47.329550575190325,533637
0,0,75.02792891298782,534928
0,0,34.075478919443185,527997
0,0,44.25461052767583,985651
0,0,31.935288272948547,519856
0,0,60.6527003652815,331031
0,0,89.55511709649427,507962
0,0,37.767140184618725,509414
0,0,24.67740481162487,340879
0,0,42.829362284097634,510148
0,0,10.746392245471858,510346
0,0,76.51115114176851,340395
0,0,47.094757465014155,512200
0,0,88.6399926145441,512606
0,0,61.53473993649762,340343
0,0,48.682301275798686,513060
0,0,75.21273137864877,513068
0,0,60.0245846059204,338435
0,0,27.781685740812105,514299
0,0,18.278521009335986,514607
0,0,38.287005177030345,516760
0,0,79.80622226090637,337001
0,0,65.57983457952888,516797
0,0,79.43793680533382,517587
0,0,38.550545392155264,335369
0,0,63.544907035316655,517728
0,0,69.46827073008893,331068
0,0,70.57848445707056,518269
0,0,64.74614730487039,519454
0,0,74.99102597610877,321477
0,0,21.555361994582896,994357
0,0,25.50868777645417,535851
0,0,53.10067332989847,320397
0,0,86.7537605143123,312025
0,0,68.66440397022939,551117
0,0,39.940346171187656,552760
0,0,53.36798171635956,311993
0,0,27.152839523088122,982619
0,0,44.69858189722056,552776
0,0,44.85304024192712,552969
0,0,25.012011285522536,311486
0,0,15.076763511309883,553931
0,0,41.86514072517942,555113
0,0,52.59146274735014,556640
0,0,10.752510659812515,310361
0,0,31.684357934801717,556647
0,0,64.1474226279186,558469
0,0,39.314182124144075,308305
0,0,54.287383701511914,558553
0,0,72.93667821642563,559785
0,0,78.35431456429436,307462
0,0,26.30006682599501,560673
0,0,11.99762148739706,562059
0,0,33.129070632246275,306265
0,0,10.231146879315421,564949
0,0,83.30638868674464,566396
0,0,47.40952147534674,550450
0,0,15.636471643955398,620859
0,0,88.6267142909753,548762
0,0,29.466585081777072,548456
0,0,79.94198394750472,538065
0,0,61.678658527801325,983303
0,0,40.93876777377635,538183
0,0,28.04509491301281,319868
0,0,16.363274339792053,540709
0,0,53.433114786999,540821
0,0,11.223409610688783,318863
0,0,65.88645281094024,540857
0,0,86.08162081926662,541602
0,0,59.879100547638245,317464
0,0,87.69180324027391,542964
0,0,82.20442107761292,543267
0,0,61.13252115150009,316790
0,0,76.51332301221376,543606
0,0,69.64986736481828,544861
0,0,56.539409070114615,315772
0,0,33.83716468959332,545027
0,0,28.242352859829737,545041
0,0,73.34691007404608,545364
0,0,86.11565017182693,315418
0,0,15.348385671021461,545885
0,0,83.11993007373617,546403
0,0,78.41569196030966,315315
0,0,48.63624649796689,313597
0,0,37.26333518094071,886380
0,0,49.59636936105167,663317
0,0,33.429419414789116,393754
0,0,11.013100933927891,960327
0,0,40.151277402948615,956845
0,0,41.63052124976275,941923
0,0,14.833587380737463,965840
0,0,90.16838501797665,937245
0,0,77.54467502788499,134278
0,0,55.76461235692115,122837
0,0,63.66423972314796,963396
0,0,65.90504151302765,911500
0,0,37.51177352503127,900852
0,0,57.05822250089491,895044
0,0,90.93687160293769,968068
0,0,73.24456094002707,920676
0,0,26.69762681759457,140598
0,0,91.24319085289066,930440
0,0,84.61003987581118,891193
0,0,13.273354955812914,999568
0,0,78.57898142044915,910533
0,0,56.94939757394678,117484
0,0,46.13317330823831,903528
0,0,60.87890189433114,999340
0,0,41.28849761586548,131460
0,0,33.26457967594113,947768
0,0,66.33044875517632,119911
0,0,68.8294241539775,920372
0,0,32.94076440015612,931310
0,0,19.370076556925603,947679
0,0,44.38655766902001,141710
0,0,39.32538361255776,900567
0,0,12.076474211345491,913563
0,0,37.15735824229564,964502
0,0,32.19951242815232,118766
0,0,63.52217058145794,942151
0,0,50.71312025723364,966755
0,0,72.0362813160427,966376
0,0,61.8319389715841,966857
0,0,50.9869542082963,126926
0,0,57.33410138552225,889645
0,0,41.89440954168731,921388
0,0,80.64810610503734,963251
0,0,55.91055232892873,117374
0,0,33.37174448009882,919613
0,0,48.046465056778594,111166
0,0,14.483729241736036,900797
0,0,18.148660239228985,912719
0,0,46.81171527561376,967859
0,0,26.40524994382793,937014
0,0,86.79624813228494,965278
0,0,43.293543004422695,895763
0,0,70.66162417184813,131251
0,0,54.12438518537099,890539
0,0,63.23586985858349,931739
0,0,13.422216437012336,136827
0,0,52.390638067969824,137494
0,0,93.15613103099079,929019
0,0,43.86332543016607,904617
0,0,65.55652026479915,892484
0,0,47.688640088895674,892881
0,0,15.282032051775571,965688
0,0,84.1768741722463,909455
0,0,36.487654742296904,926626
0,0,50.61188422361961,108333
0,0,83.96159125177844,965407
0,0,26.669286758720045,122777
0,0,25.40912734125636,940805
0,0,40.575656530182926,925064
0,0,52.01074449074515,120895
0,0,69.7866610040392,907366
0,0,17.821085602073513,117663
0,0,52.04865737757142,112652
0,0,56.21407898129652,140127
0,0,67.4456857859058,908068
0,0,72.8588613685391,958184
0,0,80.02037866861517,892723
0,0,24.046825348368202,963529
0,0,65.81829253789803,925890
0,0,38.55795412991468,949774
0,0,77.2670673798887,940540
0,0,21.958281980190268,117638
0,0,93.24207063643215,963471
0,0,40.84410398887212,132327
